p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
FCER1G	1.85963798600391e-37	0.807906828125536	0.456	0.256	5.57891395801172e-34	Others	FCER1G
S100A8	2.05498292226721e-37	0.635568136974019	0.406	0.378	6.16494876680164e-34	Others	S100A8
OSM	4.26652104998187e-37	0.286055265091669	0.566	0.866	1.27995631499456e-33	Others	OSM
RNASEK	1.29762997208042e-36	0.381071566221103	0.958	0.996	3.89288991624126e-33	Others	RNASEK
ELF3	2.86685328107482e-36	0.401268449284451	0.185	0.487	8.60055984322447e-33	Others	ELF3
AIF1	3.09270699151934e-36	0.413406613731309	0.517	0.42	9.27812097455803e-33	Others	AIF1
FRMD4B	1.11862349135287e-35	0.409122057484239	0.585	0.595	3.35587047405861e-32	Others	FRMD4B
HERPUD1	2.53744258077487e-34	0.635406185386286	0.896	0.869	7.61232774232461e-31	Others	HERPUD1
CYBA	7.75199557171939e-34	0.409809204808567	0.899	0.949	2.32559867151582e-30	Others	CYBA
TNFRSF13C	8.73041240487606e-34	0.339489510909565	0.544	0.445	2.61912372146282e-30	Others	TNFRSF13C
CCL20	9.90180090395025e-34	0.740522509035042	0.383	0.735	2.97054027118508e-30	Others	CCL20
RPS21	1.98838572837254e-33	0.325873642863931	0.974	0.915	5.96515718511762e-30	Others	RPS21
MS4A6A	2.01716832342609e-33	0.476254432380061	0.403	0.324	6.05150497027826e-30	Others	MS4A6A
FKBP11	5.05656021492531e-33	0.421028092680262	0.79	0.627	1.51696806447759e-29	Others	FKBP11
NFKBID	1.46877154987703e-32	0.451920555837106	0.772	0.946	4.4063146496311e-29	Others	NFKBID
KLF2	1.77774222982083e-32	0.297069352860907	0.867	0.98	5.33322668946248e-29	Others	KLF2
INSIG1	1.85984885979981e-32	0.608633764693918	0.861	0.985	5.57954657939943e-29	Others	INSIG1
TMSB10	3.43396450309756e-31	0.265219268134226	0.984	0.989	1.03018935092927e-27	Others	TMSB10
SAMHD1	4.46715451727327e-31	0.554797993822033	0.876	0.991	1.34014635518198e-27	Others	SAMHD1
RGS2	4.80420198258039e-31	0.413503744101644	0.667	0.964	1.44126059477412e-27	Others	RGS2
IRF8	1.47915429845647e-30	0.506600751165028	0.731	0.711	4.43746289536939e-27	Others	IRF8
EIF3L	4.14953252762528e-30	0.348117699925463	0.933	0.918	1.24485975828758e-26	Others	EIF3L
GAPDH	1.13705968206274e-29	0.28319456340521	0.975	0.951	3.41117904618821e-26	Others	GAPDH
GATM	4.0187775327287e-29	0.462034233152263	0.362	0.461	1.20563325981861e-25	Others	GATM
ZC3HAV1	1.14343115026418e-28	0.676656826702233	0.878	0.885	3.43029345079255e-25	Others	ZC3HAV1
GNA15	1.98889021673127e-28	0.513504148193868	0.617	0.582	5.96667065019381e-25	Others	GNA15
IL4I1	2.2618575540767e-28	0.270410631220733	0.467	0.407	6.78557266223009e-25	Others	IL4I1
FGFBP2	2.35235218268206e-28	0.439663334502626	0.416	0.218	7.05705654804617e-25	Others	FGFBP2
FBL	8.09961750356179e-28	0.373064766307947	0.898	0.974	2.42988525106854e-24	Others	FBL
RPL36A	1.07778345238697e-27	0.464851290778026	0.853	0.853	3.23335035716092e-24	Others	RPL36A
KLF6	1.92171799468058e-27	0.494077182125332	0.942	0.991	5.76515398404175e-24	Others	KLF6
AKR1C3	4.89313733367827e-27	0.283945177358979	0.431	0.469	1.46794120010348e-23	Others	AKR1C3
SSR4	7.25294340739096e-27	0.361365102215623	0.936	0.776	2.17588302221729e-23	Others	SSR4
MEI1	8.43133210675685e-27	0.357805353725221	0.731	0.847	2.52939963202706e-23	Others	MEI1
LYN	1.23465726317843e-26	0.808231503698011	0.777	0.887	3.70397178953529e-23	Others	LYN
NINJ1	1.40310766385341e-26	0.408457231189116	0.813	0.985	4.20932299156024e-23	Others	NINJ1
ELL2	1.40458827724733e-26	0.748164630289816	0.906	0.989	4.21376483174198e-23	Others	ELL2
GNLY	1.67631226788899e-26	0.996888779980332	0.424	0.105	5.02893680366696e-23	Others	GNLY
LSR	5.04463924980338e-26	0.418705227345957	0.745	0.927	1.51339177494102e-22	Others	LSR
GK	2.43921242094739e-25	0.633437207117872	0.804	0.929	7.31763726284217e-22	Others	GK
ICA1	4.28132643438156e-25	0.254921736884322	0.456	0.803	1.28439793031447e-21	Others	ICA1
IGSF6	4.31002164254778e-25	0.464026461463545	0.322	0.375	1.29300649276433e-21	Others	IGSF6
LGALS2	1.05580018498808e-24	0.431722659530103	0.311	0.292	3.16740055496425e-21	Others	LGALS2
RPL23	1.34400189427231e-24	0.31215830515728	0.894	0.87	4.03200568281693e-21	Others	RPL23
CHCHD10	4.58249008746012e-24	0.392583580828926	0.848	0.772	1.37474702623803e-20	Others	CHCHD10
MIR155HG	5.5508429828677e-24	0.513018054558712	0.815	0.965	1.66525289486031e-20	Others	MIR155HG
SLC31A2	6.46204619815984e-24	0.27057311258646	0.669	0.928	1.93861385944795e-20	Others	SLC31A2
TNFSF9	4.15246238717983e-23	0.340472424925581	0.711	0.97	1.24573871615395e-19	Others	TNFSF9
DDT	5.81205331837404e-23	0.321522741930832	0.797	0.699	1.74361599551221e-19	Others	DDT
BID	5.98404145128238e-23	0.582804386900597	0.702	0.778	1.79521243538471e-19	Others	BID
APRT	6.79724857710252e-23	0.542411929098157	0.902	0.997	2.03917457313076e-19	Others	APRT
HMGB2	7.85323675652546e-23	0.711262732477148	0.74	0.78	2.35597102695764e-19	Others	HMGB2
CSF1R	1.32423778180311e-22	0.389558475576328	0.257	0.39	3.97271334540933e-19	Others	CSF1R
REL	2.36833447805604e-22	1.12357296443198	0.929	0.987	7.10500343416813e-19	Others	REL
HLA-DMB	2.62786550319172e-22	0.586318233235386	0.643	0.891	7.88359650957516e-19	Others	HLA-DMB
ID2	4.33289129353637e-22	0.504091105859458	0.716	0.704	1.29986738806091e-18	Others	ID2
GZMH	7.96204290273834e-22	1.08747287154839	0.533	0.454	2.3886128708215e-18	Others	GZMH
SYK	1.30960405472752e-21	0.552520191502705	0.623	0.8	3.92881216418256e-18	Others	SYK
CASP1	4.12862979565335e-21	0.43904815774279	0.799	0.883	1.238588938696e-17	Others	CASP1
CLEC4E	5.76752367570295e-21	0.344872088925954	0.34	0.21	1.73025710271088e-17	Others	CLEC4E
RBCK1	7.88103925736264e-21	0.347210150089246	0.843	0.907	2.36431177720879e-17	Others	RBCK1
TESC	1.12534108881648e-20	0.385459207219731	0.742	0.894	3.37602326644944e-17	Others	TESC
FABP1	1.90904172838232e-20	0.641639894844804	0.271	0.304	5.72712518514697e-17	Others	FABP1
PERP	2.90761488893445e-20	0.346244267866765	0.625	0.835	8.72284466680335e-17	Others	PERP
TAGLN2	2.97535522348164e-20	0.362211717917504	0.97	0.982	8.92606567044492e-17	Others	TAGLN2
ACAA2	1.49646086251187e-19	0.435956153583855	0.795	0.967	4.4893825875356e-16	Others	ACAA2
PFKFB3	1.78201170822834e-19	0.368937243922968	0.859	0.983	5.34603512468501e-16	Others	PFKFB3
RPS17	3.7895226335997e-19	0.370400639945364	0.938	0.951	1.13685679007991e-15	Others	RPS17
FDPS	6.02344272217326e-19	0.323051467866601	0.752	0.986	1.80703281665198e-15	Others	FDPS
FPR1	6.94013156343634e-19	0.570942287780177	0.389	0.28	2.0820394690309e-15	Others	FPR1
S1PR5	1.07751373114118e-18	0.368252924075286	0.577	0.746	3.23254119342355e-15	Others	S1PR5
DDIT3	1.47826486968736e-18	0.263471543566532	0.726	0.569	4.43479460906209e-15	Others	DDIT3
APOC1	2.58864348947872e-18	0.567510637767369	0.395	0.395	7.76593046843616e-15	Others	APOC1
EAF2	3.65433555377131e-18	0.334576944797295	0.668	0.81	1.09630066613139e-14	Others	EAF2
IRF7	7.68042923836629e-18	0.390720490966252	0.851	0.983	2.30412877150989e-14	Others	IRF7
SPINK1	9.07527477002865e-18	0.702406248085308	0.196	0.323	2.72258243100859e-14	Others	SPINK1
LILRB4	1.17977669325502e-17	0.369214899297641	0.309	0.185	3.53933007976506e-14	Others	LILRB4
AZGP1	3.84900386325449e-17	0.447481754464591	0.177	0.261	1.15470115897635e-13	Others	AZGP1
ARHGAP18	6.75090117202204e-17	0.287471960086664	0.746	0.877	2.02527035160661e-13	Others	ARHGAP18
KDM6B	1.01030519808144e-16	0.490761791460158	0.874	0.988	3.03091559424432e-13	Others	KDM6B
PYCARD	1.06619886459721e-16	0.630063722974071	0.732	0.778	3.19859659379163e-13	Others	PYCARD
XCL2	1.33514917496489e-16	0.869340880624188	0.408	0.194	4.00544752489469e-13	Others	XCL2
KPNA2	2.74995971462606e-16	0.571153935892359	0.773	0.844	8.24987914387818e-13	Others	KPNA2
SLC11A1	5.55612987863282e-16	0.494673301327122	0.452	0.489	1.66683896358985e-12	Others	SLC11A1
KYNU	7.47274595566563e-16	0.38900875848739	0.351	0.272	2.24182378669969e-12	Others	KYNU
COX6A1	2.349107902668e-15	0.267969471367314	0.955	0.996	7.04732370800401e-12	Others	COX6A1
ASS1	4.25808125980496e-15	0.507043110987503	0.301	0.516	1.27742437794149e-11	Others	ASS1
EFNA1	1.05832133265303e-14	0.439060764832227	0.295	0.623	3.1749639979591e-11	Others	EFNA1
HBB	1.16945361197615e-14	0.324341793969075	0.126	0.301	3.50836083592846e-11	Others	HBB
RAN	1.34098021759098e-14	0.290717014627515	0.952	0.975	4.02294065277295e-11	Others	RAN
FXYD3	2.49040177439681e-14	0.37125391418851	0.235	0.443	7.47120532319042e-11	Others	FXYD3
FCGR3A	3.55917538307875e-14	0.702148979026826	0.546	0.674	1.06775261492362e-10	Others	FCGR3A
CXCL16	3.86658788586569e-14	0.588075312748423	0.666	0.662	1.15997636575971e-10	Others	CXCL16
RGS10	4.30302995430532e-14	0.628087850807854	0.841	0.989	1.2909089862916e-10	Others	RGS10
CD4	1.44985459332066e-13	0.337230401346511	0.697	0.94	4.34956377996199e-10	Others	CD4
KLRF1	1.60481393429451e-13	0.512958956890768	0.431	0.334	4.81444180288352e-10	Others	KLRF1
CACYBP	2.0498400430993e-13	0.438117988191006	0.843	0.988	6.14952012929789e-10	Others	CACYBP
CLDN7	8.12270537958642e-13	0.298557835994067	0.329	0.651	2.43681161387593e-09	Others	CLDN7
CSTA	9.6889341859146e-13	0.418095063051788	0.282	0.333	2.90668025577438e-09	Others	CSTA
EMILIN2	2.02509025102134e-12	0.25831871689919	0.617	0.875	6.07527075306401e-09	Others	EMILIN2
LDHA	2.14408572910878e-12	0.277657285571274	0.932	0.978	6.43225718732634e-09	Others	LDHA
ANKRD37	3.38238254655085e-12	0.602462415083861	0.847	0.978	1.01471476396525e-08	Others	ANKRD37
FCRLA	5.56981066162444e-12	0.269407099476795	0.25	0.18	1.67094319848733e-08	Others	FCRLA
AVPI1	5.86712650404019e-12	0.332474066404664	0.688	0.804	1.76013795121206e-08	Others	AVPI1
CD70	6.44323515048223e-12	0.294617380560059	0.558	0.803	1.93297054514467e-08	Others	CD70
FBP1	8.25762873834939e-12	0.839786659426293	0.548	0.692	2.47728862150482e-08	Others	FBP1
CD83	1.05028403726361e-11	1.09592301713336	0.813	0.969	3.15085211179084e-08	Others	CD83
CTSH	1.13102289058318e-11	0.474951684114975	0.702	0.889	3.39306867174955e-08	Others	CTSH
CD1C	1.39703550098608e-11	0.295458148521308	0.296	0.311	4.19110650295825e-08	Others	CD1C
EBP	1.41338414814247e-11	0.347582775416078	0.631	0.854	4.2401524444274e-08	Others	EBP
POU2AF1	2.12378498743899e-11	0.451678779112929	0.439	0.393	6.37135496231698e-08	Others	POU2AF1
NAMPT	2.49178260518348e-11	0.25731950976686	0.834	0.94	7.47534781555044e-08	Others	NAMPT
FCRL5	4.80929233701094e-11	0.367449401810257	0.297	0.184	1.44278770110328e-07	Others	FCRL5
KLRC2	2.49199351113216e-10	0.272826467117007	0.396	0.33	7.47598053339649e-07	Others	KLRC2
ATP6V0B	3.09575744072916e-10	0.279651598726023	0.862	0.812	9.28727232218749e-07	Others	ATP6V0B
GRASP	3.85987993044548e-10	0.417005743058736	0.711	0.937	1.15796397913364e-06	Others	GRASP
KHK	6.61656399164536e-10	0.271717606683713	0.47	0.663	1.98496919749361e-06	Others	KHK
TXNIP	2.73708996535265e-09	0.386295683701582	0.879	0.97	8.21126989605794e-06	Others	TXNIP
RPL22L1	4.25740023601848e-09	0.345105267616575	0.909	0.934	1.27722007080554e-05	Others	RPL22L1
SLC2A3	4.71990965171265e-09	0.627146891234655	0.942	0.992	1.41597289551379e-05	Others	SLC2A3
EEF1G	1.17844394340161e-08	0.264654469763513	0.988	1	3.53533183020482e-05	Others	EEF1G
ZFAS1	1.43919940309553e-08	0.284456814200315	0.868	0.898	4.31759820928659e-05	Others	ZFAS1
ACSL1	6.2076195970373e-08	0.417233970291283	0.74	0.908	0.000186228587911119	Others	ACSL1
SERINC2	1.49935190699112e-07	0.456185129381129	0.333	0.53	0.000449805572097337	Others	SERINC2
SEC14L1	1.56942173996116e-07	0.557089099077832	0.879	0.988	0.000470826521988349	Others	SEC14L1
CD79A	2.16247880237616e-07	1.02702023606713	0.522	0.504	0.000648743640712848	Others	CD79A
CYC1	3.31276249857346e-07	0.284963953301636	0.818	0.872	0.000993828749572038	Others	CYC1
ETS1	3.85405466306273e-07	0.807426649641987	0.842	0.972	0.00115621639891882	Others	ETS1
S100A9	4.48416676828865e-07	0.625789679124582	0.405	0.621	0.00134525003048659	Others	S100A9
ASGR1	8.23225779663534e-07	0.514170732485187	0.334	0.69	0.0024696773389906	Others	ASGR1
CMC1	1.0345192073821e-06	0.652131085509419	0.759	0.872	0.00310355762214629	Others	CMC1
TNFRSF4	1.45482873211315e-06	0.503208372704197	0.523	0.505	0.00436448619633946	Others	TNFRSF4
GNG7	5.11992758292936e-06	0.386930782334012	0.538	0.689	0.0153597827487881	Others	GNG7
FLT1	6.92846133397878e-06	0.254887285775023	0.399	0.623	0.0207853840019364	Others	FLT1
NR4A2	1.62922791904473e-05	0.936437457667539	0.914	0.989	0.0488768375713418	Others	NR4A2
RALGPS2	1.63856189960969e-05	0.395987755573163	0.624	0.817	0.0491568569882908	Others	RALGPS2
HTATIP2	1.80744970181915e-05	0.298531553272733	0.791	0.807	0.0542234910545744	Others	HTATIP2
CCL3	2.9613460500958e-05	0.871677601908775	0.408	0.37	0.0888403815028739	Others	CCL3
TIFA	3.16327952572147e-05	0.287192307902467	0.703	0.875	0.0948983857716441	Others	TIFA
CITED2	3.83080993267186e-05	0.347665372666808	0.844	0.971	0.114924297980156	Others	CITED2
MRC1	5.65354706143e-05	0.327865487138265	0.292	0.424	0.1696064118429	Others	MRC1
FCGR2B	5.82779488527159e-05	0.570678966253064	0.525	0.807	0.174833846558148	Others	FCGR2B
ANPEP	8.14895083947763e-05	0.336112916493417	0.411	0.73	0.244468525184329	Others	ANPEP
ST14	9.81863228121687e-05	0.321148692806109	0.327	0.442	0.294558968436506	Others	ST14
HMOX1	0.000127778641229391	0.347336745632177	0.522	0.83	0.383335923688174	Others	HMOX1
CKS2	0.000170074896488402	0.74214350562616	0.752	0.99	0.510224689465207	Others	CKS2
NR4A3	0.000215452396721795	0.671495899993534	0.859	0.984	0.646357190165386	Others	NR4A3
LGALS4	0.000251195510413392	0.720107302691505	0.272	0.461	0.753586531240177	Others	LGALS4
CFP	0.00055437881223512	0.338412286875292	0.477	0.489	1	Others	CFP
RBP4	0.00067970929815413	0.828119901538497	0.235	0.471	1	Others	RBP4
HSPD1	0.000786477130949505	0.302585817820822	0.907	0.97	1	Others	HSPD1
FKBP4	0.00085194043636752	0.324709939245236	0.803	0.911	1	Others	FKBP4
MGST1	0.000942130184336013	0.526083789615671	0.327	0.584	1	Others	MGST1
MGST2	0.00101700081545726	0.30407514163098	0.5	0.636	1	Others	MGST2
PLD4	0.0018231787582118	0.315653037376877	0.338	0.376	1	Others	PLD4
STMN1	0.00183435655545211	0.285253333947004	0.717	0.784	1	Others	STMN1
MAP3K8	0.00258987364089395	0.493610408114631	0.915	0.992	1	Others	MAP3K8
MS4A4A	0.00266959819170754	0.256379324441096	0.29	0.304	1	Others	MS4A4A
GSTA1	0.00284583759567562	0.420854120202016	0.175	0.312	1	Others	GSTA1
CD55	0.00633605826841103	0.677160822834308	0.942	0.99	1	Others	CD55
NCF2	0.00703250636187597	0.448259079079284	0.422	0.525	1	Others	NCF2
LY86	0.00941810755872017	0.562798450756406	0.412	0.413	1	Others	LY86
CXCL14	0	4.30445247395321	0.925	0.16	0	CAF	CXCL14
LUM	0	3.70638851619513	0.89	0.049	0	CAF	LUM
DCN	0	3.65046841968171	0.922	0.051	0	CAF	DCN
MFAP4	0	3.55736971093001	0.981	0.12	0	CAF	MFAP4
COL3A1	0	3.16061295558486	0.927	0.057	0	CAF	COL3A1
APOD	0	3.10261438019041	0.885	0.152	0	CAF	APOD
BGN	0	3.01780119533546	0.928	0.128	0	CAF	BGN
MMP2	0	2.99192808553647	0.921	0.13	0	CAF	MMP2
C1S	0	2.93340181166247	0.95	0.217	0	CAF	C1S
FBLN1	0	2.91134755836517	0.94	0.127	0	CAF	FBLN1
IGFBP5	0	2.86725077319616	0.91	0.099	0	CAF	IGFBP5
AEBP1	0	2.85452571204935	0.945	0.26	0	CAF	AEBP1
COL1A2	0	2.85282844695371	0.896	0.044	0	CAF	COL1A2
COL1A1	0	2.84366864367887	0.886	0.245	0	CAF	COL1A1
COL6A2	0	2.82894627178393	0.959	0.515	0	CAF	COL6A2
RARRES2	0	2.79919514735777	0.93	0.224	0	CAF	RARRES2
CST1	0	2.75410283156386	0.839	0.048	0	CAF	CST1
C7	0	2.75396170484589	0.762	0.057	0	CAF	C7
COL6A1	0	2.72070717974141	0.956	0.326	0	CAF	COL6A1
COL6A3	0	2.55505896395952	0.851	0.251	0	CAF	COL6A3
SERPING1	0	2.46090297653873	0.984	0.353	0	CAF	SERPING1
MXRA8	0	2.4278710709474	0.996	0.082	0	CAF	MXRA8
MYL9	0	2.40846428909679	0.929	0.308	0	CAF	MYL9
EFEMP1	0	2.40093117757948	0.932	0.12	0	CAF	EFEMP1
ASPN	0	2.35274504980267	0.731	0.025	0	CAF	ASPN
IGFBP7	0	2.33915568099803	0.982	0.344	0	CAF	IGFBP7
IGFBP3	0	2.33077650404098	0.879	0.422	0	CAF	IGFBP3
GGT5	0	2.32691143340337	0.844	0.143	0	CAF	GGT5
CNN3	0	2.31986934863971	0.966	0.287	0	CAF	CNN3
ISLR	0	2.29694914478387	0.99	0.039	0	CAF	ISLR
THY1	0	2.27813522524655	0.842	0.139	0	CAF	THY1
GEM	0	2.25232928789333	0.996	0.633	0	CAF	GEM
LGALS3BP	0	2.23107140907763	0.993	0.645	0	CAF	LGALS3BP
LTBP4	0	2.23025906602842	0.995	0.73	0	CAF	LTBP4
CTSK	0	2.22770870128944	0.985	0.215	0	CAF	CTSK
CRISPLD2	0	2.22311413006929	0.99	0.288	0	CAF	CRISPLD2
SPARC	0	2.20544646766959	0.887	0.196	0	CAF	SPARC
ID3	0	2.1432385315448	0.961	0.68	0	CAF	ID3
CALD1	0	2.13372493151786	0.92	0.255	0	CAF	CALD1
COL14A1	0	2.08860257717837	0.92	0.05	0	CAF	COL14A1
TIMP2	0	2.06963283293628	0.985	0.399	0	CAF	TIMP2
RBMS3	0	2.06433657056239	0.989	0.176	0	CAF	RBMS3
EMILIN1	0	2.06138996024901	0.968	0.149	0	CAF	EMILIN1
C11orf96	0	2.03085566675075	0.937	0.234	0	CAF	C11orf96
EGR1	0	2.00061374059737	0.989	0.658	0	CAF	EGR1
S100A13	0	1.96512846801532	0.92	0.374	0	CAF	S100A13
THBS2	0	1.96489647462155	0.785	0.032	0	CAF	THBS2
COL5A2	0	1.95784122218017	0.839	0.091	0	CAF	COL5A2
TPM2	0	1.95467122308192	0.9	0.368	0	CAF	TPM2
THBS1	0	1.95034044717338	0.942	0.64	0	CAF	THBS1
NNMT	0	1.92746845654849	0.876	0.232	0	CAF	NNMT
PMP22	0	1.91515124710217	0.943	0.312	0	CAF	PMP22
COLEC11	0	1.90832641196361	0.834	0.092	0	CAF	COLEC11
FKBP10	0	1.89974720158981	0.996	0.195	0	CAF	FKBP10
SULF1	0	1.89407972305035	0.993	0.088	0	CAF	SULF1
SERPINE2	0	1.89065721011595	0.963	0.423	0	CAF	SERPINE2
NBL1	0	1.88370322454192	0.988	0.497	0	CAF	NBL1
LAMB1	0	1.87441987258168	0.995	0.163	0	CAF	LAMB1
MOXD1	0	1.868464660084	0.915	0.117	0	CAF	MOXD1
CYBRD1	0	1.84439739434588	0.9	0.324	0	CAF	CYBRD1
FHL2	0	1.83656503101271	0.894	0.296	0	CAF	FHL2
APP	0	1.83029716293423	0.997	0.755	0	CAF	APP
ANTXR1	0	1.82535698447475	0.991	0.096	0	CAF	ANTXR1
HTRA1	0	1.80118492278041	0.995	0.333	0	CAF	HTRA1
GSN	0	1.79244773309461	0.975	0.608	0	CAF	GSN
EFEMP2	0	1.7918027777203	0.945	0.256	0	CAF	EFEMP2
DKK3	0	1.7836596338998	0.945	0.455	0	CAF	DKK3
PDLIM3	0	1.77841243804678	0.99	0.148	0	CAF	PDLIM3
PDGFRB	0	1.77551292733721	0.893	0.131	0	CAF	PDGFRB
TFPI	0	1.76658555350832	0.954	0.292	0	CAF	TFPI
SERPINH1	0	1.75980626182658	0.955	0.608	0	CAF	SERPINH1
FBLN5	0	1.74180548658158	0.888	0.457	0	CAF	FBLN5
FGF7	0	1.73698740209984	0.866	0.029	0	CAF	FGF7
COL8A1	0	1.73252277313555	0.949	0.063	0	CAF	COL8A1
POSTN	0	1.71380343913712	0.757	0.085	0	CAF	POSTN
PALLD	0	1.71100658525268	0.906	0.38	0	CAF	PALLD
CDH11	0	1.70987920861632	0.987	0.068	0	CAF	CDH11
FHL1	0	1.67621946919432	0.994	0.568	0	CAF	FHL1
TMEM98	0	1.67531937612978	0.987	0.201	0	CAF	TMEM98
ITGBL1	0	1.66687896888961	0.663	0.03	0	CAF	ITGBL1
FRZB	0	1.65407279885091	0.928	0.106	0	CAF	FRZB
MFGE8	0	1.64866726663629	0.936	0.54	0	CAF	MFGE8
CYGB	0	1.61967920973785	0.988	0.37	0	CAF	CYGB
A2M	0	1.60902667269304	0.981	0.332	0	CAF	A2M
PCDH18	0	1.59860790321411	0.985	0.065	0	CAF	PCDH18
EDNRA	0	1.58452867588156	0.986	0.031	0	CAF	EDNRA
NFIA	0	1.57335685826725	0.979	0.513	0	CAF	NFIA
TGFB1I1	0	1.56206902945593	0.995	0.22	0	CAF	TGFB1I1
GAS6	0	1.55191745548564	0.991	0.437	0	CAF	GAS6
SFRP4	0	1.54997501700984	0.805	0.047	0	CAF	SFRP4
GNG11	0	1.54904464197279	0.874	0.148	0	CAF	GNG11
SCARB2	0	1.54121492920067	0.993	0.7	0	CAF	SCARB2
LRP1	0	1.54031771440911	0.989	0.364	0	CAF	LRP1
NID1	0	1.52263571043706	0.942	0.194	0	CAF	NID1
ELN	0	1.49156719216205	0.986	0.077	0	CAF	ELN
FILIP1L	0	1.48736998727791	0.979	0.396	0	CAF	FILIP1L
MMP14	0	1.47671470308202	0.991	0.297	0	CAF	MMP14
CALU	0	1.47536808401241	0.998	0.747	0	CAF	CALU
DST	0	1.45331221797652	0.992	0.409	0	CAF	DST
MFAP2	0	1.44879427033729	0.972	0.193	0	CAF	MFAP2
LAMA2	0	1.44596819373707	0.935	0.144	0	CAF	LAMA2
HSPB6	0	1.43929107439664	0.907	0.068	0	CAF	HSPB6
PLOD2	0	1.41968438515755	0.99	0.253	0	CAF	PLOD2
LAMA4	0	1.41500818512701	0.991	0.168	0	CAF	LAMA4
DDR2	0	1.39909801748881	0.989	0.167	0	CAF	DDR2
TSPAN4	0	1.39676078851884	0.968	0.48	0	CAF	TSPAN4
TSC22D1	0	1.39645700174264	0.97	0.575	0	CAF	TSC22D1
SPARCL1	0	1.39185137904959	0.929	0.161	0	CAF	SPARCL1
RBPMS	0	1.39012273951304	0.999	0.244	0	CAF	RBPMS
PLTP	0	1.38163887869121	0.985	0.366	0	CAF	PLTP
ECM1	0	1.38097537991363	0.983	0.213	0	CAF	ECM1
PLXDC2	0	1.37713308524054	0.982	0.44	0	CAF	PLXDC2
EPHA3	0	1.37197867592387	0.981	0.025	0	CAF	EPHA3
FXYD6	0	1.3706417517134	0.985	0.251	0	CAF	FXYD6
TMEM204	0	1.36176342297631	0.967	0.599	0	CAF	TMEM204
RAB34	0	1.35778648072812	0.987	0.584	0	CAF	RAB34
NEXN	0	1.35728980246099	0.994	0.295	0	CAF	NEXN
ADAMTS2	0	1.35624700585162	0.816	0.175	0	CAF	ADAMTS2
FERMT2	0	1.35605038118037	0.991	0.23	0	CAF	FERMT2
PHLDA3	0	1.33109511596524	0.976	0.354	0	CAF	PHLDA3
FMOD	0	1.32582977361467	0.992	0.099	0	CAF	FMOD
ISYNA1	0	1.32542532885151	0.989	0.667	0	CAF	ISYNA1
COL12A1	0	1.3154960556805	0.987	0.098	0	CAF	COL12A1
FOXF1	0	1.29930614820269	0.992	0.111	0	CAF	FOXF1
PTPRS	0	1.29414207974695	0.836	0.11	0	CAF	PTPRS
TMEM100	0	1.27459798121429	0.923	0.051	0	CAF	TMEM100
EHD2	0	1.26430453245117	0.996	0.135	0	CAF	EHD2
TSHZ2	0	1.25995738465684	0.976	0.419	0	CAF	TSHZ2
SDC2	0	1.25935823115415	0.984	0.281	0	CAF	SDC2
NDN	0	1.25147989385866	0.933	0.165	0	CAF	NDN
CERCAM	0	1.24735478689251	0.983	0.368	0	CAF	CERCAM
CLIC4	0	1.2448874805922	0.976	0.531	0	CAF	CLIC4
PDE1A	0	1.24130249542498	0.863	0.041	0	CAF	PDE1A
LMCD1	0	1.23994832939872	0.973	0.365	0	CAF	LMCD1
CST2	0	1.23812126875712	0.979	0.025	0	CAF	CST2
FAP	0	1.23648658767036	0.968	0.082	0	CAF	FAP
TCF21	0	1.23458926302344	0.989	0.051	0	CAF	TCF21
DPYSL3	0	1.2294308265112	0.993	0.202	0	CAF	DPYSL3
SRPX	0	1.22806394472963	0.858	0.147	0	CAF	SRPX
JAG1	0	1.22758214304775	0.989	0.303	0	CAF	JAG1
RND3	0	1.22433559246431	0.938	0.227	0	CAF	RND3
CXCL2	0	1.21433665500922	0.966	0.379	0	CAF	CXCL2
MXRA5	0	1.20902067785991	0.973	0.097	0	CAF	MXRA5
FBLN2	0	1.18926741985932	0.867	0.146	0	CAF	FBLN2
TMEM45A	0	1.1887271950181	0.897	0.256	0	CAF	TMEM45A
PKIG	0	1.17028362673331	0.993	0.474	0	CAF	PKIG
SSPN	0	1.16592577800576	0.917	0.299	0	CAF	SSPN
PODN	0	1.15997843304788	0.861	0.145	0	CAF	PODN
ADAMTS1	0	1.15582080421778	0.989	0.129	0	CAF	ADAMTS1
NREP	0	1.15509201160225	0.966	0.326	0	CAF	NREP
GSTM3	0	1.14657067823675	0.994	0.643	0	CAF	GSTM3
GPC6	0	1.13483843111072	0.969	0.06	0	CAF	GPC6
PTN	0	1.12808788800671	0.839	0.064	0	CAF	PTN
CD248	0	1.12689852546966	0.991	0.164	0	CAF	CD248
LOXL2	0	1.11877704105866	0.99	0.17	0	CAF	LOXL2
SMIM3	0	1.11604893366778	0.956	0.734	0	CAF	SMIM3
PDPN	0	1.11457253230666	0.917	0.126	0	CAF	PDPN
TUSC3	0	1.11272735815907	0.994	0.12	0	CAF	TUSC3
PROS1	0	1.10709588928459	0.919	0.218	0	CAF	PROS1
SVEP1	0	1.10527522136288	0.867	0.034	0	CAF	SVEP1
GPX8	0	1.10401542992359	0.966	0.083	0	CAF	GPX8
CSRP1	0	1.10241861677782	0.994	0.824	0	CAF	CSRP1
EPS8	0	1.0966117655068	0.917	0.427	0	CAF	EPS8
