p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
DOK5	2.26187924294218e-24	0.319678843637219	0.686	0.323	6.78563772882654e-21	CAF_MMP2	DOK5
CPEB4	2.32088300849954e-24	0.379336370287615	0.781	0.486	6.96264902549862e-21	CAF_MMP2	CPEB4
SOX6	2.4023906313513e-24	0.761142825937211	0.778	0.483	7.20717189405389e-21	CAF_MMP2	SOX6
PTTG1IP	3.0073529619699e-24	0.521052798861195	0.994	0.991	9.02205888590971e-21	CAF_MMP2	PTTG1IP
CLEC2B	6.47229864227732e-24	0.618247180216094	0.959	0.739	1.9416895926832e-20	CAF_MMP2	CLEC2B
CCL19	3.02486534799927e-23	1.63633787983255	0.406	0.516	9.07459604399782e-20	CAF_MMP2	CCL19
GPBAR11	3.04730900044424e-23	0.293558386664869	0.451	0.719	9.14192700133271e-20	CAF_MMP2	GPBAR1
HTRA3	3.54272296798904e-23	1.09791894602682	0.311	0.399	1.06281689039671e-19	CAF_MMP2	HTRA3
NEK6	7.18790841689204e-23	0.54721162650086	0.787	0.907	2.15637252506761e-19	CAF_MMP2	NEK6
SPRY1	1.866521465228e-22	1.13530310133998	0.778	0.51	5.59956439568401e-19	CAF_MMP2	SPRY1
SRPX	2.31064989202461e-22	0.604426231115344	0.66	0.963	6.93194967607383e-19	CAF_MMP2	SRPX
RPL35A	4.62919891167201e-22	0.60589328821196	0.952	0.99	1.3887596735016e-18	CAF_MMP2	RPL35A
LMO7	7.0157356095381e-22	0.717954213764195	0.962	0.883	2.10472068286143e-18	CAF_MMP2	LMO7
CCDC144A	2.23045352230037e-21	0.283694508888997	0.448	0.26	6.69136056690111e-18	CAF_MMP2	CCDC144A
CRLS1	9.43492612352051e-21	0.270308680793462	0.997	0.87	2.83047783705615e-17	CAF_MMP2	CRLS1
SPON21	4.46463934521381e-20	0.981538776837491	0.933	0.8	1.33939180356414e-16	CAF_MMP2	SPON2
VCAM1	5.87740066626851e-20	0.857804124743839	0.321	0.695	1.76322019988055e-16	CAF_MMP2	VCAM1
MAF	6.94133228526424e-20	0.449097376320084	0.816	0.443	2.08239968557927e-16	CAF_MMP2	MAF
CYGB1	7.18740279616521e-20	0.426351471816822	1	0.983	2.15622083884956e-16	CAF_MMP2	CYGB
ENG	2.44032132461484e-19	0.589507972769345	0.613	0.951	7.32096397384453e-16	CAF_MMP2	ENG
RPL18A	3.64766592518258e-19	0.474318508131939	0.971	0.994	1.09429977755477e-15	CAF_MMP2	RPL18A
VWA1	1.09542204380057e-18	0.693841361298575	0.883	0.874	3.28626613140171e-15	CAF_MMP2	VWA1
NPC2	1.2129548659011e-18	1.22214817819336	0.879	0.97	3.63886459770331e-15	CAF_MMP2	NPC2
PLTP	3.40504537428618e-18	0.603914800060254	0.997	0.962	1.02151361228585e-14	CAF_MMP2	PLTP
EPB41L4A-AS1	4.73490939670833e-18	0.329892935455275	0.997	0.95	1.4204728190125e-14	CAF_MMP2	EPB41L4A-AS1
HSPH11	5.99182678321172e-18	1.06808764908461	0.997	0.989	1.79754803496352e-14	CAF_MMP2	HSPH1
PLAU	6.13968068485541e-18	0.423318971823196	0.587	0.887	1.84190420545662e-14	CAF_MMP2	PLAU
ADH1B	7.06804274126029e-18	0.881357341179397	0.273	0.74	2.12041282237809e-14	CAF_MMP2	ADH1B
TMEM2041	1.98453566617034e-17	0.618715490688722	0.917	0.99	5.95360699851103e-14	CAF_MMP2	TMEM204
APOL1	3.22953427819154e-17	0.452302947222872	0.648	0.361	9.68860283457461e-14	CAF_MMP2	APOL1
TMEM123	3.35814269692425e-17	0.265537107125871	0.994	0.99	1.00744280907727e-13	CAF_MMP2	TMEM123
NR2F1	3.5134890011073e-17	1.98290861609567	0.686	0.505	1.05404670033219e-13	CAF_MMP2	NR2F1
RUNX1T1	7.61830139481053e-17	0.503946559253767	0.629	0.896	2.28549041844316e-13	CAF_MMP2	RUNX1T1
CDC42EP3	2.68071441498079e-16	0.684586089217847	0.994	0.966	8.04214324494237e-13	CAF_MMP2	CDC42EP3
NFKBIA	3.09046415895835e-16	0.89689318173432	0.997	0.989	9.27139247687506e-13	CAF_MMP2	NFKBIA
COL3A1	4.32373013219604e-16	0.978106246804482	0.889	0.877	1.29711903965881e-12	CAF_MMP2	COL3A1
BLVRB	6.39941774175054e-16	0.364146370438253	0.997	0.901	1.91982532252516e-12	CAF_MMP2	BLVRB
SCPEP1	6.96912254176125e-16	0.512384065854601	0.997	0.881	2.09073676252837e-12	CAF_MMP2	SCPEP1
SOX4	8.6940528482631e-16	1.08896427381754	0.867	0.641	2.60821585447893e-12	CAF_MMP2	SOX4
MFSD1	8.93123555479063e-16	0.792926866043846	0.997	0.979	2.67937066643719e-12	CAF_MMP2	MFSD1
ANTXR1	1.9716070357037e-15	1.20392188341927	0.997	0.99	5.91482110711111e-12	CAF_MMP2	ANTXR1
SULF2	3.47515469187269e-15	0.355730622780497	0.876	0.944	1.04254640756181e-11	CAF_MMP2	SULF2
SERTAD4-AS1	6.93804410073979e-15	0.379842704714007	0.787	0.83	2.08141323022194e-11	CAF_MMP2	SERTAD4-AS1
C1R	1.50924657454773e-14	1.14287447114308	0.686	0.58	4.52773972364318e-11	CAF_MMP2	C1R
MGP	2.36831141038084e-14	0.86788087379595	0.825	0.833	7.10493423114253e-11	CAF_MMP2	MGP
EMILIN1	2.53251180949829e-14	0.711091667092858	0.997	0.912	7.59753542849487e-11	CAF_MMP2	EMILIN1
STEAP2	2.83135669299957e-14	0.772299622117805	0.784	0.742	8.4940700789987e-11	CAF_MMP2	STEAP2
NFIA	3.36694642695143e-14	1.02851125730496	0.994	0.855	1.01008392808543e-10	CAF_MMP2	NFIA
DPYSL2	3.40742270783388e-14	0.54442798548846	0.387	0.759	1.02222681235016e-10	CAF_MMP2	DPYSL2
COL5A1	4.69789819155541e-14	0.5114582808866	0.4	0.77	1.40936945746662e-10	CAF_MMP2	COL5A1
PMP22	8.20942391270772e-14	1.04199802122824	0.93	0.906	2.46282717381231e-10	CAF_MMP2	PMP22
IGFBP71	8.68589487071737e-14	0.373899594020612	0.99	0.937	2.60576846121521e-10	CAF_MMP2	IGFBP7
INMT	1.53238340346847e-13	1.44476097867349	0.346	0.247	4.5971502104054e-10	CAF_MMP2	INMT
COL1A1	2.59399522828576e-13	0.570529564960046	0.832	0.779	7.78198568485727e-10	CAF_MMP2	COL1A1
RBP1	3.04276171171488e-13	1.15606249762378	0.648	0.637	9.12828513514463e-10	CAF_MMP2	RBP1
HGF	6.20641014361314e-13	0.311646611199874	0.594	0.773	1.86192304308394e-09	CAF_MMP2	HGF
CLDN11	8.33063126356861e-13	2.14133641508661	0.346	0.371	2.49918937907058e-09	CAF_MMP2	CLDN11
RIN2	9.70895622568775e-13	1.24413471963649	0.298	0.321	2.91268686770633e-09	CAF_MMP2	RIN2
EMP3	2.16626979860404e-12	0.757359944388552	1	0.945	6.49880939581211e-09	CAF_MMP2	EMP3
IFITM1	3.00313496756834e-12	0.575134636910355	1	0.998	9.00940490270501e-09	CAF_MMP2	IFITM1
RGL1	3.98909069490522e-12	0.399703864750792	0.743	0.684	1.19672720847157e-08	CAF_MMP2	RGL1
MXRA8	8.06311425232186e-12	0.735252603005676	0.997	0.996	2.41893427569656e-08	CAF_MMP2	MXRA8
IL32	1.12794480201868e-11	0.831545394752783	0.933	0.788	3.38383440605605e-08	CAF_MMP2	IL32
SDC4	1.41579162388211e-11	0.533835266661744	0.606	0.746	4.24737487164631e-08	CAF_MMP2	SDC4
STAT1	1.7819499907743e-11	0.930450013483511	0.962	0.96	5.34584997232291e-08	CAF_MMP2	STAT1
CEBPD2	1.90169584189283e-11	0.264402020138923	1	0.991	5.70508752567849e-08	CAF_MMP2	CEBPD
NUPR1	2.72679244170168e-11	1.18099646240436	0.984	0.812	8.18037732510504e-08	CAF_MMP2	NUPR1
SLIT2	3.35012516512304e-11	0.977482752719197	0.384	0.327	1.00503754953691e-07	CAF_MMP2	SLIT2
SERPING1	9.30059712596098e-11	1.08729234103687	1	0.972	2.79017913778829e-07	CAF_MMP2	SERPING1
RPL7	9.39054971449776e-11	0.607743021764921	0.917	0.976	2.81716491434933e-07	CAF_MMP2	RPL7
DST	9.84450928925817e-11	0.278387116350559	1	0.988	2.95335278677745e-07	CAF_MMP2	DST
LXN	1.60224267818438e-10	1.273666662585	0.321	0.19	4.80672803455314e-07	CAF_MMP2	LXN
CYBRD1	1.6784869159515e-10	1.46105379460508	0.844	0.963	5.03546074785451e-07	CAF_MMP2	CYBRD1
PCDH9	1.96688612735306e-10	1.15007192887525	0.657	0.686	5.90065838205918e-07	CAF_MMP2	PCDH9
NEAT11	2.44969723761446e-10	0.727976704587806	0.902	0.942	7.34909171284339e-07	CAF_MMP2	NEAT1
CTTN	2.51927018307915e-10	0.329652859729706	0.476	0.639	7.55781054923745e-07	CAF_MMP2	CTTN
CCND2	2.80194025571797e-10	0.457237942857523	0.997	0.984	8.40582076715392e-07	CAF_MMP2	CCND2
BNIP3L	5.72613694574017e-10	0.655559165787206	1	0.979	1.71784108372205e-06	CAF_MMP2	BNIP3L
GNG11	9.97965196195342e-10	1.08858306855657	0.908	0.704	2.99389558858603e-06	CAF_MMP2	GNG11
POSTN	1.05914710123562e-09	0.392652365774129	0.825	0.86	3.17744130370686e-06	CAF_MMP2	POSTN
TGM2	1.28258496139972e-09	1.01439607814211	0.911	0.98	3.84775488419917e-06	CAF_MMP2	TGM2
LY6E	1.59009788575979e-09	1.11701404558084	0.695	0.641	4.77029365727938e-06	CAF_MMP2	LY6E
GGT5	2.56598372469643e-09	0.431914205361796	0.568	0.982	7.69795117408928e-06	CAF_MMP2	GGT5
TGFBR2	2.98585397340777e-09	1.00856283855837	0.997	0.983	8.95756192022332e-06	CAF_MMP2	TGFBR2
FMOD	3.10523056825606e-09	0.540430770448479	0.994	0.986	9.31569170476818e-06	CAF_MMP2	FMOD
CD631	4.07401474974846e-09	0.37306420903057	0.883	0.958	1.22220442492454e-05	CAF_MMP2	CD63
INHBA	4.27696810935934e-09	1.70400287309708	0.743	0.902	1.2830904328078e-05	CAF_MMP2	INHBA
RPL29	4.94925054724251e-09	0.555567896907091	0.921	0.982	1.48477516417275e-05	CAF_MMP2	RPL29
DUSP1	5.11291439966234e-09	1.14363551740342	1	0.979	1.5338743198987e-05	CAF_MMP2	DUSP1
LGALS3BP	6.10440006955109e-09	0.890056416470097	1	0.989	1.83132002086533e-05	CAF_MMP2	LGALS3BP
PTGDS	6.79712242167048e-09	1.65767836350871	0.387	0.194	2.03913672650114e-05	CAF_MMP2	PTGDS
RPL5	9.54658422465509e-09	0.592537501373585	0.857	0.971	2.86397526739653e-05	CAF_MMP2	RPL5
CACNA2D1	1.01203968512493e-08	0.286038375037198	0.971	0.96	3.0361190553748e-05	CAF_MMP2	CACNA2D1
NDN	1.1188267488191e-08	0.60668857601929	0.997	0.883	3.3564802464573e-05	CAF_MMP2	NDN
ANXA4	1.14849673058211e-08	0.303153330464246	0.911	0.929	3.44549019174634e-05	CAF_MMP2	ANXA4
ALDH1A1	1.15224872270009e-08	0.292690999532407	0.838	0.669	3.45674616810027e-05	CAF_MMP2	ALDH1A1
COL16A1	2.31039366526489e-08	0.449097350438076	0.597	0.815	6.93118099579467e-05	CAF_MMP2	COL16A1
GYPC	2.53133659746571e-08	0.850276457143863	0.997	0.984	7.59400979239714e-05	CAF_MMP2	GYPC
LRP1	3.17293965513329e-08	0.817532739952322	0.984	0.978	9.51881896539987e-05	CAF_MMP2	LRP1
SNHG8	4.94436046360485e-08	0.316154033018359	0.708	0.905	0.000148330813908146	CAF_MMP2	SNHG8
UNC5B	5.77741616333707e-08	0.35291880277284	0.463	0.828	0.000173322484900112	CAF_MMP2	UNC5B
LMCD1	7.4390039568972e-08	0.549072518468161	1	0.969	0.000223170118706916	CAF_MMP2	LMCD1
THBS2	8.72406894160454e-08	0.95973739336416	0.667	0.858	0.000261722068248136	CAF_MMP2	THBS2
EMP1	8.99713494000194e-08	0.349334483919514	0.994	0.842	0.000269914048200058	CAF_MMP2	EMP1
PABPC4	9.58745862193127e-08	0.393064949086357	0.971	0.922	0.000287623758657938	CAF_MMP2	PABPC4
IER21	9.68049337102347e-08	1.04707787113726	1	0.877	0.000290414801130704	CAF_MMP2	IER2
COL1A2	9.85457310115418e-08	0.694376501561334	0.771	0.863	0.000295637193034625	CAF_MMP2	COL1A2
EPB41L2	1.71724115321826e-07	0.290613668485436	0.524	0.72	0.000515172345965477	CAF_MMP2	EPB41L2
SPATS2L	1.85048580361182e-07	1.3039771250358	0.651	0.68	0.000555145741083547	CAF_MMP2	SPATS2L
S100A10	4.09413268758072e-07	0.451087776175388	0.413	0.496	0.00122823980627422	CAF_MMP2	S100A10
DPEP1	4.38737735712328e-07	0.397588234266788	0.597	0.248	0.00131621320713699	CAF_MMP2	DPEP1
IFI44L	5.53069994060977e-07	1.17096939393542	0.394	0.213	0.00165920998218293	CAF_MMP2	IFI44L
CDH11	5.71106557783078e-07	0.920241381243665	0.978	0.985	0.00171331967334923	CAF_MMP2	CDH11
CYP3A5	7.97457289180315e-07	0.385265841898381	0.232	0.281	0.00239237186754095	CAF_MMP2	CYP3A5
NDUFA42	9.64001838991467e-07	0.489918919122425	0.917	0.796	0.0028920055169744	CAF_MMP2	NDUFA4
SRM	1.29656796110055e-06	0.528256851794653	0.74	0.502	0.00388970388330164	CAF_MMP2	SRM
GOLIM41	1.46262604127165e-06	1.0736519581646	0.571	0.813	0.00438787812381495	CAF_MMP2	GOLIM4
SPCS3	1.51552133804965e-06	0.647225524827051	0.994	0.974	0.00454656401414896	CAF_MMP2	SPCS3
FN1	1.55354229048091e-06	0.527289344897145	0.765	0.737	0.00466062687144272	CAF_MMP2	FN1
PFN2	1.728999088948e-06	0.497045194039957	0.6	0.731	0.00518699726684399	CAF_MMP2	PFN2
ANXA1	2.21686545107403e-06	0.557443388583429	0.997	0.86	0.00665059635322208	CAF_MMP2	ANXA1
RPS211	2.24008392037224e-06	0.366999699692266	0.819	0.935	0.00672025176111671	CAF_MMP2	RPS21
CYB5D2	2.43259148818346e-06	0.268516584534896	0.746	0.542	0.00729777446455037	CAF_MMP2	CYB5D2
ABCA6	2.5310346139817e-06	1.31783146827094	0.67	0.757	0.00759310384194509	CAF_MMP2	ABCA6
GAS6	2.71771763006753e-06	1.45326284946958	0.997	0.98	0.00815315289020259	CAF_MMP2	GAS6
C2	3.18123980211523e-06	0.331243112887172	0.721	0.645	0.0095437194063457	CAF_MMP2	C2
PAPSS2	3.60979919126265e-06	0.43744308350378	0.994	0.987	0.010829397573788	CAF_MMP2	PAPSS2
ABCA1	4.35291499506856e-06	0.555540076055199	0.994	0.983	0.0130587449852057	CAF_MMP2	ABCA1
HSPG2	4.73019281342672e-06	0.813427681264588	0.775	0.7	0.0141905784402802	CAF_MMP2	HSPG2
CHCHD2	4.84961010307364e-06	0.25944444397969	1	0.951	0.0145488303092209	CAF_MMP2	CHCHD2
CHPF	5.61509793176729e-06	0.381483587871568	0.67	0.964	0.0168452937953019	CAF_MMP2	CHPF
ITGA2	6.53718547641893e-06	0.407051665922712	0.416	0.45	0.0196115564292568	CAF_MMP2	ITGA2
SPCS2	6.84809812205591e-06	0.274126104849176	0.616	0.916	0.0205442943661677	CAF_MMP2	SPCS2
OLFML3	9.83321691376744e-06	1.58411726029232	0.6	0.772	0.0294996507413023	CAF_MMP2	OLFML3
EBPL	1.06355968392199e-05	0.429956833237576	0.994	0.985	0.0319067905176596	CAF_MMP2	EBPL
FCGRT	1.0843218338973e-05	0.574891269146393	1	0.967	0.0325296550169191	CAF_MMP2	FCGRT
XIST	1.11826639055692e-05	1.18669204760928	0.273	0.356	0.0335479917167077	CAF_MMP2	XIST
INSIG1	1.43161008488738e-05	0.360539760583409	0.997	0.978	0.0429483025466215	CAF_MMP2	INSIG1
SPHK1	1.44326291274783e-05	0.377956919553333	0.924	0.972	0.0432978873824349	CAF_MMP2	SPHK1
CDC42EP5	1.56166505262566e-05	0.298257659629799	0.692	0.941	0.0468499515787698	CAF_MMP2	CDC42EP5
VCAN	1.75390427316146e-05	1.15500862182445	0.606	0.577	0.0526171281948439	CAF_MMP2	VCAN
MANF	2.23485691191454e-05	0.320372529979737	0.981	0.988	0.0670457073574362	CAF_MMP2	MANF
HEG1	3.98922525896957e-05	0.400908263671693	0.994	0.923	0.119676757769087	CAF_MMP2	HEG1
SNHG7	4.17158736617434e-05	0.608050714502694	0.997	0.995	0.12514762098523	CAF_MMP2	SNHG7
RPL27A	4.42173515131921e-05	0.275911222608431	0.952	0.984	0.132652054539576	CAF_MMP2	RPL27A
BRI3	7.51611780451566e-05	0.607970966983959	0.997	0.834	0.22548353413547	CAF_MMP2	BRI3
SQSTM1	8.59048954130635e-05	0.917908164618918	0.997	0.994	0.25771468623919	CAF_MMP2	SQSTM1
MDFI	8.60219473388188e-05	0.445594443271423	0.441	0.231	0.258065842016456	CAF_MMP2	MDFI
SOD2	9.91073928909636e-05	0.26148019305972	0.984	0.969	0.297322178672891	CAF_MMP2	SOD2
COL5A21	0.000124062449416971	0.548423114220094	0.727	0.963	0.372187348250912	CAF_MMP2	COL5A2
F2R	0.00014506946565486	0.959059790358322	0.53	0.882	0.43520839696458	CAF_MMP2	F2R
CFH	0.000166863390635198	0.49433938802366	0.479	0.84	0.500590171905593	CAF_MMP2	CFH
CREG1	0.000169058813163285	0.468756152945476	0.822	0.973	0.507176439489854	CAF_MMP2	CREG1
PBX1	0.000172823703048129	0.888038797780295	0.749	0.733	0.518471109144386	CAF_MMP2	PBX1
MEST	0.00017643303465236	1.23997363533132	0.432	0.229	0.52929910395708	CAF_MMP2	MEST
IGFBP51	0.000207867284257239	1.05856137313249	0.968	0.757	0.623601852771718	CAF_MMP2	IGFBP5
IFI271	0.000227911055777275	1.07195582238086	0.486	0.536	0.683733167331826	CAF_MMP2	IFI27
RHOBTB3	0.000234500105240374	0.390906490284393	1	0.961	0.703500315721122	CAF_MMP2	RHOBTB3
S100A111	0.000266083045530484	0.387184617779533	0.749	0.864	0.798249136591453	CAF_MMP2	S100A11
NNMT	0.000271255084880366	0.802652907632303	0.848	0.926	0.813765254641097	CAF_MMP2	NNMT
FBLN5	0.000305557394580457	1.09697349471161	0.81	0.961	0.916672183741372	CAF_MMP2	FBLN5
SSPN	0.000338801365503776	0.359203329857101	0.819	0.973	1	CAF_MMP2	SSPN
CDH61	0.000461467142978074	0.262287136331645	0.571	0.63	1	CAF_MMP2	CDH6
IFI6	0.000479993485888126	1.69945264489636	0.571	0.549	1	CAF_MMP2	IFI6
VAMP5	0.000550298735600051	0.765553825534366	0.794	0.765	1	CAF_MMP2	VAMP5
FHL2	0.000575905568622063	1.19248195574798	0.787	0.955	1	CAF_MMP2	FHL2
CTSB	0.000775685585418991	0.534454844391428	0.997	0.989	1	CAF_MMP2	CTSB
DCBLD2	0.000795665357506254	0.419369731228441	0.997	0.97	1	CAF_MMP2	DCBLD2
LAP3	0.000802339966266358	0.411195502035788	0.997	0.985	1	CAF_MMP2	LAP3
MPST	0.000922488586221059	0.662706559174526	0.949	0.974	1	CAF_MMP2	MPST
DUSP6	0.00101196571161673	0.405202302907509	0.53	0.225	1	CAF_MMP2	DUSP6
BICC1	0.00106315095213844	1.42408537657506	0.451	0.207	1	CAF_MMP2	BICC1
CFI	0.00127957787387674	0.39795488230227	0.81	0.773	1	CAF_MMP2	CFI
MEG3	0.00141991906971132	0.587363845465338	0.6	0.329	1	CAF_MMP2	MEG3
DNASE2	0.00163885052550631	0.254086743614673	0.883	0.976	1	CAF_MMP2	DNASE2
ATP6V1F	0.00173545208068259	0.35741727902207	0.99	0.687	1	CAF_MMP2	ATP6V1F
SRPRB	0.00207992063701756	0.382045615487358	0.705	0.765	1	CAF_MMP2	SRPRB
DKK31	0.00269108566577	0.340855536162951	0.937	0.983	1	CAF_MMP2	DKK3
CLEC11A	0.00302621304685138	0.742654651945552	0.705	0.611	1	CAF_MMP2	CLEC11A
G0S2	0.00320970794346684	0.653505317115129	0.47	0.615	1	CAF_MMP2	G0S2
PROCR	0.0032317139163425	0.388788892609282	0.638	0.896	1	CAF_MMP2	PROCR
SYNPO21	0.00329961999380007	0.337833386314015	0.851	0.893	1	CAF_MMP2	SYNPO2
RPL36A	0.00339252217996546	0.370942100043626	0.79	0.793	1	CAF_MMP2	RPL36A
CCL2	0.00362584644118253	0.532458700328344	0.521	0.793	1	CAF_MMP2	CCL2
THBS11	0.00383487045285126	0.889828390198719	0.841	0.99	1	CAF_MMP2	THBS1
PLSCR1	0.00420993509467118	0.621600092294102	0.952	0.98	1	CAF_MMP2	PLSCR1
TNFRSF21	0.00461799208923715	0.575148906889738	0.917	0.881	1	CAF_MMP2	TNFRSF21
RAMP1	0.00498647596901655	1.35940351030133	0.508	0.783	1	CAF_MMP2	RAMP1
EIF3E	0.00714025525953651	0.568868836643357	0.73	0.879	1	CAF_MMP2	EIF3E
MARCKS1	0.00810635854655885	0.543115368497992	0.521	0.671	1	CAF_MMP2	MARCKS
HMGB1	0.00829433139341074	0.325625324080663	0.863	0.939	1	CAF_MMP2	HMGB1
THY11	1.32844633629299e-73	1.41332488037628	0.983	0.634	3.98533900887898e-70	NAF_FABP5	THY1
ARHGDIB1	2.6191784587364e-68	1.17676072281377	0.983	0.599	7.8575353762092e-65	NAF_FABP5	ARHGDIB
CD361	3.00169988451769e-65	1.65695421008081	0.883	0.399	9.00509965355306e-62	NAF_FABP5	CD36
PLXDC11	7.6156800064607e-64	1.04714764731102	1	0.942	2.28470400193821e-60	NAF_FABP5	PLXDC1
FAM162B1	8.84901543901797e-62	1.09286165885243	1	0.981	2.65470463170539e-58	NAF_FABP5	FAM162B
PAMR1	6.33230429961451e-61	0.692310058010173	0.88	0.538	1.89969128988435e-57	NAF_FABP5	PAMR1
HIGD1B1	5.24528336791311e-59	0.998942890332878	0.966	0.557	1.57358501037393e-55	NAF_FABP5	HIGD1B
FABP51	8.90033224180932e-57	1.33982505299239	0.928	0.716	2.6700996725428e-53	NAF_FABP5	FABP5
KCNJ81	4.3305185941728e-55	1.0998143343873	0.997	0.964	1.29915557825184e-51	NAF_FABP5	KCNJ8
SPARC1	1.116026388102e-54	0.853318936656702	1	0.915	3.34807916430601e-51	NAF_FABP5	SPARC
ADAMTS12	1.57673205874355e-54	0.47230259865589	0.99	0.838	4.73019617623065e-51	NAF_FABP5	ADAMTS12
COL4A11	2.61282924778557e-53	1.02346054888004	0.942	0.687	7.83848774335671e-50	NAF_FABP5	COL4A1
NES1	3.03140025927342e-51	0.738755160681862	0.993	0.886	9.09420077782026e-48	NAF_FABP5	NES
ADAP21	2.97504075754496e-49	0.623194704755933	0.993	0.979	8.92512227263488e-46	NAF_FABP5	ADAP2
NDUFA4L21	7.20086520371583e-49	0.898220410583188	0.976	0.749	2.16025956111475e-45	NAF_FABP5	NDUFA4L2
EGFLAM1	1.05650281127069e-48	0.548252774552323	0.99	0.975	3.16950843381207e-45	NAF_FABP5	EGFLAM
CPM1	1.34872740634836e-43	0.652643740818656	0.99	0.96	4.04618221904507e-40	NAF_FABP5	CPM
UACA1	2.18981037083902e-43	0.957235482591358	0.993	0.848	6.56943111251706e-40	NAF_FABP5	UACA
C20orf271	2.79164336102915e-43	0.805165923276387	0.983	0.873	8.37493008308745e-40	NAF_FABP5	C20orf27
HTATIP2	2.21206212272099e-42	0.250538440326333	0.993	0.916	6.63618636816298e-39	NAF_FABP5	HTATIP2
GJC11	1.88754217474388e-40	0.660999583122208	0.993	0.972	5.66262652423164e-37	NAF_FABP5	GJC1
ICAM2	3.87189646263713e-39	0.339197691609026	0.969	0.803	1.16156893879114e-35	NAF_FABP5	ICAM2
GUCY1A21	2.25565344618896e-38	0.692551086909643	0.887	0.662	6.7669603385669e-35	NAF_FABP5	GUCY1A2
CHN11	2.84976517234383e-38	0.466990542980623	0.966	0.877	8.5492955170315e-35	NAF_FABP5	CHN1
COX4I21	5.68869559424743e-37	0.806534237055113	0.955	0.806	1.70660867827423e-33	NAF_FABP5	COX4I2
CYGB2	7.70792794481895e-37	1.18204015450348	0.99	0.984	2.31237838344569e-33	NAF_FABP5	CYGB
SEC14L1	1.75858674066471e-36	0.282905926382008	0.99	0.985	5.27576022199414e-33	NAF_FABP5	SEC14L1
MARCKSL11	1.29261695821684e-35	0.806381183555539	0.966	0.916	3.87785087465051e-32	NAF_FABP5	MARCKSL1
COL4A21	7.14759040573635e-35	0.701777786707989	0.969	0.845	2.1442771217209e-31	NAF_FABP5	COL4A2
FOXS11	1.14649110819044e-34	0.70236954591977	0.979	0.694	3.43947332457133e-31	NAF_FABP5	FOXS1
GJA41	1.89469533033285e-34	0.638997271408142	0.993	0.967	5.68408599099855e-31	NAF_FABP5	GJA4
OLFML2B	3.01489075273116e-34	0.895839318737201	0.997	0.986	9.04467225819347e-31	NAF_FABP5	OLFML2B
ITGA11	3.16044873098958e-34	0.699370015113917	0.973	0.824	9.48134619296874e-31	NAF_FABP5	ITGA1
CSPG43	3.20824965451676e-34	0.407724828182905	0.921	0.751	9.62474896355027e-31	NAF_FABP5	CSPG4
PLXND1	3.35994449229784e-34	0.283592347281676	0.99	0.782	1.00798334768935e-30	NAF_FABP5	PLXND1
ITM2C1	6.63483009097108e-34	0.729896079308792	1	0.988	1.99044902729132e-30	NAF_FABP5	ITM2C
RGS51	6.93537006047538e-34	0.76454006564378	0.997	0.768	2.08061101814261e-30	NAF_FABP5	RGS5
APOA21	9.07069209004327e-34	0.338303458464616	0.77	0.341	2.72120762701298e-30	NAF_FABP5	APOA2
ESAM2	6.24258792179034e-33	0.560379230021297	0.997	0.884	1.8727763765371e-29	NAF_FABP5	ESAM
SNHG18	4.67706130769726e-32	0.310969258875395	1	0.976	1.40311839230918e-28	NAF_FABP5	SNHG18
CCDC102B1	5.74067057295405e-32	0.701098834571555	0.962	0.772	1.72220117188622e-28	NAF_FABP5	CCDC102B
CD2481	1.48885740148243e-31	0.726970302601487	0.993	0.989	4.46657220444728e-28	NAF_FABP5	CD248
TRPC61	1.53312705512932e-31	0.280224700470727	0.993	0.953	4.59938116538795e-28	NAF_FABP5	TRPC6
TMEM2042	3.16491808478499e-31	0.281317829359142	0.997	0.981	9.49475425435498e-28	NAF_FABP5	TMEM204
GMFG1	1.11136064771704e-30	0.652540758481795	0.921	0.82	3.33408194315113e-27	NAF_FABP5	GMFG
NID2	1.29048741562932e-30	0.60513339515373	0.986	0.987	3.87146224688796e-27	NAF_FABP5	NID2
HYAL2	2.12586155291331e-30	0.296765729046187	0.969	0.83	6.37758465873993e-27	NAF_FABP5	HYAL2
COL6A2	4.72861149221477e-30	0.517532929542896	0.99	0.932	1.41858344766443e-26	NAF_FABP5	COL6A2
NID11	8.64293895059543e-30	0.784265554500565	0.993	0.956	2.59288168517863e-26	NAF_FABP5	NID1
TUBA1B1	1.71812929439225e-29	0.933670640948497	0.973	0.849	5.15438788317676e-26	NAF_FABP5	TUBA1B
FXYD6	1.37218081415301e-28	0.800734508418067	0.993	0.942	4.11654244245902e-25	NAF_FABP5	FXYD6
CCR101	1.5037885798606e-28	0.709446478273577	0.983	0.915	4.51136573958181e-25	NAF_FABP5	CCR10
DCBLD21	9.54677263230583e-28	0.350935451494153	0.993	0.97	2.86403178969175e-24	NAF_FABP5	DCBLD2
CDC42EP1	1.2219351954864e-27	0.395243027111309	0.993	0.93	3.6658055864592e-24	NAF_FABP5	CDC42EP1
PRRX1	1.56585041500587e-27	0.602417438546357	0.99	0.945	4.6975512450176e-24	NAF_FABP5	PRRX1
DBN1	2.4011500623615e-27	0.294348175575514	0.973	0.902	7.2034501870845e-24	NAF_FABP5	DBN1
