p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
NFKBIA	6.76463852452195e-64	0.878273869690244	0.992	0.988	2.02939155735658e-60	CAF	NFKBIA
P4HA1	1.21973250875829e-63	0.460603955641349	0.976	0.959	3.65919752627487e-60	CAF	P4HA1
EIF4EBP1	5.17441263252714e-63	0.307148624877596	0.799	0.521	1.55232378975814e-59	CAF	EIF4EBP1
ALDH2	5.4681651793077e-63	0.331494629500128	0.951	0.973	1.64044955379231e-59	CAF	ALDH2
NR1H4	1.72676773114314e-62	0.383700694539533	0.34	0.713	5.18030319342943e-59	CAF	NR1H4
NFKBIZ	4.26601834187764e-62	0.596977695837474	0.989	0.992	1.27980550256329e-58	CAF	NFKBIZ
OGN	4.94939705445187e-62	0.599964943364125	0.833	0.834	1.48481911633556e-58	CAF	OGN
ITGBL1	1.87573802064807e-61	1.63177651448589	0.663	0.408	5.62721406194421e-58	CAF	ITGBL1
CLEC11A	1.81509029141218e-60	0.99655913998289	0.79	0.535	5.44527087423653e-57	CAF	CLEC11A
RGS3	3.0121819650777e-59	0.393127404197714	0.49	0.328	9.03654589523309e-56	CAF	RGS3
SPP1	3.72044375174417e-59	0.952876178292701	0.162	0.369	1.11613312552325e-55	CAF	SPP1
TNFAIP2	7.95847597195016e-59	0.521350295822103	0.979	0.977	2.38754279158505e-55	CAF	TNFAIP2
EPB41L4A-AS1	3.24254706629584e-58	0.382309774977266	0.969	0.947	9.72764119888751e-55	CAF	EPB41L4A-AS1
DOK5	4.30479363778632e-58	0.402587080994802	0.577	0.25	1.2914380913359e-54	CAF	DOK5
CTSB	3.17870538304548e-57	0.959058761760162	0.996	0.986	9.53611614913643e-54	CAF	CTSB
CTHRC1	6.15677318211176e-57	1.77904362950959	0.644	0.26	1.84703195463353e-53	CAF	CTHRC1
ACP5	1.30896562562854e-56	0.435396629776966	0.821	0.753	3.92689687688563e-53	CAF	ACP5
NPC2	7.000141451558e-56	1.20861518035754	0.927	0.977	2.1000424354674e-52	CAF	NPC2
SHISA3	1.64463962019356e-55	0.290996824980643	0.33	0.329	4.93391886058067e-52	CAF	SHISA3
AHR	2.73455944624635e-54	0.254081163601016	0.89	0.942	8.20367833873904e-51	CAF	AHR
PLD3	1.18623181243536e-53	0.708683423788378	0.993	0.988	3.55869543730609e-50	CAF	PLD3
SRM	1.28112299006008e-53	0.485787380226165	0.746	0.416	3.84336897018023e-50	CAF	SRM
SPOCK1	1.8588912818483e-53	0.282748493861485	0.827	0.88	5.57667384554491e-50	CAF	SPOCK1
RBP1	2.29504367431022e-53	1.28528093302717	0.749	0.582	6.88513102293067e-50	CAF	RBP1
ISOC2	2.67229802541597e-53	0.34851791769642	0.761	0.411	8.0168940762479e-50	CAF	ISOC2
SCPEP1	3.87048927469454e-53	0.494517690271755	0.985	0.847	1.16114678240836e-49	CAF	SCPEP1
PTTG1IP	3.88956029099187e-53	0.434179188336844	0.993	0.991	1.16686808729756e-49	CAF	PTTG1IP
COL1A2	2.60264487303705e-51	0.874932308811206	0.896	0.832	7.80793461911114e-48	CAF	COL1A2
CXCR4	9.02834605335706e-51	0.252079407537512	0.554	0.285	2.70850381600712e-47	CAF	CXCR4
LPAR6	3.05621249128754e-49	0.751596861887247	0.652	0.423	9.16863747386262e-46	CAF	LPAR6
CST3	5.98657692141183e-49	0.620524044228813	0.971	0.94	1.79597307642355e-45	CAF	CST3
IFI44L	9.84350576895798e-49	0.531586865903575	0.383	0.155	2.95305173068739e-45	CAF	IFI44L
PAPSS2	3.10009489242786e-48	0.388341262252984	0.99	0.986	9.30028467728358e-45	CAF	PAPSS2
CFI	2.85052725718768e-47	0.5897835728376	0.844	0.743	8.55158177156305e-44	CAF	CFI
PLSCR1	3.45519112354971e-47	0.53163573772573	0.968	0.982	1.03655733706491e-43	CAF	PLSCR1
CYBA	8.92252347922755e-47	0.813621443931716	0.949	0.946	2.67675704376826e-43	CAF	CYBA
SPCS3	1.27326800016069e-46	0.398919472643089	0.985	0.971	3.81980400048206e-43	CAF	SPCS3
COLEC11	6.38619735083783e-46	0.556248549461032	0.834	0.563	1.91585920525135e-42	CAF	COLEC11
CDC42EP3	9.44783036993589e-46	0.547198746102787	0.94	0.983	2.83434911098077e-42	CAF	CDC42EP3
LAMC3	1.41385629734988e-45	0.3460396250736	0.399	0.857	4.24156889204963e-42	CAF	LAMC3
HEXB	2.71431812583015e-45	0.590413346668331	0.98	0.972	8.14295437749046e-42	CAF	HEXB
NFIA	4.19497277369239e-44	0.671267717868271	0.979	0.813	1.25849183210772e-40	CAF	NFIA
DST	4.54306384497326e-44	0.297013034378974	0.992	0.987	1.36291915349198e-40	CAF	DST
COL14A1	7.51327651520984e-44	0.604788860957131	0.92	0.917	2.25398295456295e-40	CAF	COL14A1
MEG3	1.26003360200847e-42	0.939407019836856	0.625	0.222	3.7801008060254e-39	CAF	MEG3
SERPINF1	2.35021302175123e-41	1.29229054120724	0.808	0.759	7.05063906525368e-38	CAF	SERPINF1
TIMP1	1.63411468514722e-40	0.753304419104296	0.937	0.898	4.90234405544167e-37	CAF	TIMP1
ATP6V1F	1.91409731884753e-40	0.478771161856853	0.938	0.607	5.74229195654258e-37	CAF	ATP6V1F
CXCL16	2.14699865001929e-40	0.279586678659397	0.662	0.471	6.44099595005786e-37	CAF	CXCL16
MXRA8	2.62739337197859e-40	0.633960112109972	0.996	0.996	7.88218011593578e-37	CAF	MXRA8
ARL4C	3.2820730570175e-40	0.6336632289036	0.5	0.129	9.8462191710525e-37	CAF	ARL4C
EMP3	8.67503201909259e-39	0.745096402506798	0.96	0.946	2.60250960572778e-35	CAF	EMP3
BLVRB	3.62468965317612e-38	0.437249253939737	0.971	0.881	1.08740689595284e-34	CAF	BLVRB
FHL2	3.13382083299816e-37	0.997311114842581	0.894	0.96	9.40146249899447e-34	CAF	FHL2
CCL3	4.180871003686e-37	0.364315895996324	0.37	0.661	1.2542613011058e-33	CAF	CCL3
RCN3	9.23725952576813e-37	0.904682172253175	0.723	0.443	2.77117785773044e-33	CAF	RCN3
UCHL1	2.1512466959236e-36	0.347654776737	0.779	0.973	6.4537400877708e-33	CAF	UCHL1
HTRA3	2.18442023542388e-36	0.824069168869177	0.336	0.417	6.55326070627164e-33	CAF	HTRA3
TSPAN4	7.91247227277405e-36	0.888680047136646	0.968	0.944	2.37374168183222e-32	CAF	TSPAN4
CCDC80	9.91096778567139e-36	1.64132570822418	0.667	0.659	2.97329033570142e-32	CAF	CCDC80
HSPH1	1.39451751019016e-35	0.533313520840853	0.989	0.991	4.18355253057049e-32	CAF	HSPH1
HLA-DPA1	1.79086941125013e-35	1.35800138428623	0.781	0.647	5.37260823375039e-32	CAF	HLA-DPA1
IL1R1	2.21590110942045e-35	0.859324946992642	0.838	0.899	6.64770332826134e-32	CAF	IL1R1
NGFR	1.51396352919737e-34	0.459080654381944	0.546	0.852	4.5418905875921e-31	CAF	NGFR
FCGRT	1.55868292319842e-34	0.666597814585902	0.98	0.965	4.67604876959527e-31	CAF	FCGRT
MARCKS	5.25221556906025e-34	0.820264813175771	0.727	0.619	1.57566467071807e-30	CAF	MARCKS
SPATS2L	1.39973932063466e-33	0.853524707916686	0.77	0.63	4.19921796190398e-30	CAF	SPATS2L
METTL7A	2.38985885443618e-33	0.453271063768206	0.761	0.818	7.16957656330855e-30	CAF	METTL7A
RPL18A	3.36887444035115e-33	0.341556090705522	0.99	0.992	1.01066233210534e-29	CAF	RPL18A
LGALS3BP	1.49305090078322e-32	0.690000281266543	0.993	0.988	4.47915270234966e-29	CAF	LGALS3BP
NREP	4.39114621975883e-32	0.293558072831563	0.966	0.916	1.31734386592765e-28	CAF	NREP
IER3	4.64810737033828e-32	0.281193249657844	0.957	0.873	1.39443221110148e-28	CAF	IER3
MDK	8.43844871903216e-32	0.745492821729828	0.876	0.773	2.53153461570965e-28	CAF	MDK
IFI6	1.05222586973649e-30	0.981318823958419	0.697	0.478	3.15667760920948e-27	CAF	IFI6
ASPN	7.30877145514992e-30	0.723660361433257	0.731	0.477	2.19263143654497e-26	CAF	ASPN
SOX4	1.29779302293742e-29	0.637800276842559	0.787	0.601	3.89337906881225e-26	CAF	SOX4
FTH1	1.52638733633736e-29	0.520763006529585	0.992	0.999	4.57916200901207e-26	CAF	FTH1
GNG11	1.80170034647325e-29	0.710161074109148	0.874	0.65	5.40510103941974e-26	CAF	GNG11
BNIP3L	2.01196185410965e-29	0.435185239830767	0.994	0.974	6.03588556232895e-26	CAF	BNIP3L
MSC	3.27820498000718e-29	0.319502271624805	0.969	0.846	9.83461494002153e-26	CAF	MSC
NNMT	4.34109868780714e-29	0.886307957541816	0.876	0.94	1.30232960634214e-25	CAF	NNMT
GYPC	7.59388762615764e-29	0.646606007519431	0.986	0.985	2.27816628784729e-25	CAF	GYPC
VCAN	2.63324319148054e-28	1.45067338653926	0.644	0.548	7.89972957444162e-25	CAF	VCAN
TNFSF13B	2.77479648588278e-28	0.802828395964055	0.401	0.711	8.32438945764835e-25	CAF	TNFSF13B
TFPI	3.17413837993085e-28	0.49269047925946	0.954	0.855	9.52241513979254e-25	CAF	TFPI
VCAM1	4.52546447342471e-28	0.691402398349156	0.419	0.778	1.35763934202741e-24	CAF	VCAM1
IGFBP6	6.18843503157848e-28	0.327905806072214	0.806	0.983	1.85653050947354e-24	CAF	IGFBP6
IMPDH2	6.50775187283549e-28	0.301389024253224	0.989	0.98	1.95232556185065e-24	CAF	IMPDH2
S100A10	4.12832588184582e-27	1.16876744454764	0.655	0.403	1.23849776455375e-23	CAF	S100A10
BRI3	6.17929459077744e-27	0.600232143238047	0.94	0.806	1.85378837723323e-23	CAF	BRI3
IL13RA1	1.98559921842876e-26	0.255983678255165	0.992	0.98	5.95679765528628e-23	CAF	IL13RA1
NEK6	5.38836123567738e-26	0.343589305395898	0.808	0.938	1.61650837070322e-22	CAF	NEK6
TYMP	2.05361680482422e-25	0.69739771109336	0.623	0.476	6.16085041447266e-22	CAF	TYMP
GRN	2.07802163458956e-25	0.448816631289678	0.991	0.985	6.23406490376867e-22	CAF	GRN
IGFBP7	3.08703559125415e-25	0.322525998379754	0.982	0.923	9.26110677376245e-22	CAF	IGFBP7
ID2	7.5241195685936e-25	0.467518736783577	0.704	0.53	2.25723587057808e-21	CAF	ID2
CFH	4.19668741095868e-24	1.12985555903644	0.693	0.859	1.2590062232876e-20	CAF	CFH
SNHG7	4.26983109119023e-24	0.343092197584944	0.996	0.994	1.28094932735707e-20	CAF	SNHG7
BASP1	4.5729019867581e-24	0.850632011003868	0.69	0.838	1.37187059602743e-20	CAF	BASP1
VAMP5	8.35211792403272e-24	0.575341908505924	0.822	0.74	2.50563537720982e-20	CAF	VAMP5
CH25H	1.0567535110869e-23	0.330529113694985	0.953	0.981	3.17026053326069e-20	CAF	CH25H
BGN	1.14593140503952e-23	0.459139417905929	0.928	0.905	3.43779421511857e-20	CAF	BGN
MMP11	1.18620515384234e-23	0.492891918762538	0.566	0.9	3.55861546152702e-20	CAF	MMP11
S100A11	1.39260892628672e-23	0.439908212372324	0.882	0.837	4.17782677886015e-20	CAF	S100A11
NR2F1	1.84685741525103e-23	1.54454255237984	0.623	0.474	5.5405722457531e-20	CAF	NR2F1
ANXA1	5.45946249444876e-23	0.414673767313749	0.949	0.836	1.63783874833463e-19	CAF	ANXA1
GGT5	1.46139976340946e-22	1.03277768028714	0.844	0.989	4.38419929022837e-19	CAF	GGT5
CYP1B1	1.59081600529545e-22	0.814576851361036	0.406	0.579	4.77244801588634e-19	CAF	CYP1B1
PDGFRA	2.36581221653919e-22	1.52156472459069	0.548	0.089	7.09743664961757e-19	CAF	PDGFRA
DUSP6	2.49755488991483e-22	0.501084399521735	0.464	0.151	7.49266466974449e-19	CAF	DUSP6
IGFBP2	2.73360957675867e-22	0.449117655926466	0.565	0.857	8.20082873027603e-19	CAF	IGFBP2
PXDN	1.57057266163805e-21	0.2650155775364	0.836	0.864	4.71171798491415e-18	CAF	PXDN
DCBLD2	1.72911232168045e-21	0.321593155951896	0.982	0.968	5.18733696504136e-18	CAF	DCBLD2
RPL27A	2.83162961189311e-21	0.284740947935414	0.984	0.979	8.49488883567933e-18	CAF	RPL27A
SOX6	3.14013789271567e-21	0.333514605476195	0.605	0.466	9.420413678147e-18	CAF	SOX6
RRBP1	3.65316628782215e-21	0.440986342122551	0.93	0.985	1.09594988634664e-17	CAF	RRBP1
NUPR1	4.08797896878783e-21	0.727143878687158	0.921	0.783	1.22639369063635e-17	CAF	NUPR1
HCST	4.93741063166776e-21	0.342427041703977	0.381	0.316	1.48122318950033e-17	CAF	HCST
DSE	6.09084065413042e-21	0.364292309332713	0.991	0.986	1.82725219623913e-17	CAF	DSE
RPL36A	8.45433687454036e-21	0.40247277866591	0.853	0.762	2.53630106236211e-17	CAF	RPL36A
POSTN	1.80760749888373e-20	1.31177138895607	0.757	0.906	5.4228224966512e-17	CAF	POSTN
RHOBTB3	2.27537489576878e-20	0.348655119470485	0.99	0.952	6.82612468730635e-17	CAF	RHOBTB3
AIF1	3.38487469641898e-20	0.680443669144807	0.42	0.465	1.01546240892569e-16	CAF	AIF1
PPIB	6.56662132435292e-20	0.545516959316664	0.977	0.986	1.96998639730587e-16	CAF	PPIB
PSAP	2.2753000066184e-19	0.604041366243862	0.966	0.987	6.82590001985519e-16	CAF	PSAP
RPL35A	3.278323411076e-19	0.331723492883448	0.978	0.99	9.83497023322801e-16	CAF	RPL35A
P4HB	6.41577762281059e-19	0.665934904342216	0.999	0.989	1.92473328684318e-15	CAF	P4HB
SLIT2	9.93296102134997e-19	0.75636741264588	0.523	0.236	2.97988830640499e-15	CAF	SLIT2
COL6A2	1.91528528208552e-18	0.617680563559668	0.959	0.927	5.74585584625657e-15	CAF	COL6A2
HLA-DRB5	2.88408951392391e-18	0.82157240276915	0.736	0.622	8.65226854177173e-15	CAF	HLA-DRB5
MANF	5.48374476509111e-18	0.295193404210295	0.984	0.988	1.64512342952733e-14	CAF	MANF
PCOLCE	1.00788263147684e-17	0.869973678010407	0.791	0.874	3.02364789443052e-14	CAF	PCOLCE
PDE1A	1.28558932255071e-17	0.252037656684031	0.863	0.963	3.85676796765212e-14	CAF	PDE1A
CYBRD1	2.49782306116429e-16	1.01236726849414	0.9	0.976	7.49346918349286e-13	CAF	CYBRD1
HSPG2	4.71669849630447e-16	0.643332052633485	0.751	0.686	1.41500954889134e-12	CAF	HSPG2
ANTXR1	5.47035804253052e-16	0.586696709846716	0.991	0.991	1.64110741275916e-12	CAF	ANTXR1
CCL21	1.13484614131549e-15	2.59626844857949	0.337	0.09	3.40453842394648e-12	CAF	CCL21
G0S2	1.74904674638467e-15	1.40160427408721	0.62	0.59	5.24714023915401e-12	CAF	G0S2
GSTO1	1.81224289414062e-15	0.39620993910946	0.987	0.832	5.43672868242185e-12	CAF	GSTO1
LOXL1	3.48769898303807e-15	0.676180657473728	0.432	0.74	1.04630969491142e-11	CAF	LOXL1
MASP1	5.75147130487289e-15	0.316813770881137	0.679	0.821	1.72544139146187e-11	CAF	MASP1
XIST	1.46078748450038e-14	0.433627284392439	0.235	0.404	4.38236245350114e-11	CAF	XIST
SMIM14	1.94325015709598e-14	0.353746918506311	0.821	0.779	5.82975047128794e-11	CAF	SMIM14
PTPRS	3.15875338151515e-14	0.907076632655252	0.836	0.849	9.47626014454546e-11	CAF	PTPRS
DUSP1	5.43398822872151e-14	0.645100548633676	0.989	0.977	1.63019646861645e-10	CAF	DUSP1
SERPING1	9.22354166786923e-14	0.621050278952996	0.984	0.971	2.76706250036077e-10	CAF	SERPING1
CCL26	1.28731930414436e-13	0.289730987648373	0.383	0.513	3.86195791243309e-10	CAF	CCL26
CXCL12	1.38268528244936e-13	2.24165773739064	0.569	0.516	4.14805584734808e-10	CAF	CXCL12
CHPF	2.62265605610025e-13	0.563890311202491	0.847	0.979	7.86796816830076e-10	CAF	CHPF
ALDH1A1	2.84840505374218e-13	0.59538620196951	0.693	0.682	8.54521516122655e-10	CAF	ALDH1A1
CTTN	2.8954448271125e-13	0.289084744465468	0.739	0.564	8.68633448133749e-10	CAF	CTTN
FSTL3	4.27532350029795e-13	0.310755437611607	0.56	0.793	1.28259705008938e-09	CAF	FSTL3
SPRY1	4.32755281151832e-13	0.621564649979609	0.678	0.466	1.2982658434555e-09	CAF	SPRY1
CD81	4.783226402434e-13	0.607912068613157	0.79	0.722	1.4349679207302e-09	CAF	CD81
LXN	1.38789176700624e-12	1.00420152827995	0.352	0.127	4.16367530101872e-09	CAF	LXN
PRCP	1.62720517690651e-12	0.311856173794294	0.987	0.983	4.88161553071953e-09	CAF	PRCP
S100A6	1.89506149762293e-12	0.270513613538807	0.887	0.688	5.68518449286878e-09	CAF	S100A6
SQSTM1	1.99780322946601e-12	0.534938980329359	0.991	0.996	5.99340968839804e-09	CAF	SQSTM1
CTSD	2.06910005439347e-12	0.767063151306204	0.956	0.983	6.2073001631804e-09	CAF	CTSD
LIPA	5.13826580331764e-12	0.386738664355199	0.741	0.635	1.54147974099529e-08	CAF	LIPA
THBS1	5.87289727127726e-12	0.556996575542347	0.942	0.992	1.76186918138318e-08	CAF	THBS1
PRELP	6.07424105755429e-12	1.1001552740892	0.673	0.759	1.82227231726629e-08	CAF	PRELP
NDN	6.75447791727647e-12	0.348124255077962	0.933	0.876	2.02634337518294e-08	CAF	NDN
CTSZ	7.33625360279647e-12	0.393428894802984	0.795	0.822	2.20087608083894e-08	CAF	CTSZ
PDIA4	1.02041876935021e-11	0.391787805066865	0.915	0.918	3.06125630805061e-08	CAF	PDIA4
LY96	1.47544719278324e-11	0.71722377001278	0.602	0.328	4.42634157834972e-08	CAF	LY96
HGF	1.85680044185389e-11	0.368785341178855	0.578	0.845	5.57040132556166e-08	CAF	HGF
MDFI	2.46518673604919e-11	0.329508604539453	0.388	0.183	7.39556020814756e-08	CAF	MDFI
COL5A1	2.87672475193335e-11	0.967418355555083	0.664	0.767	8.63017425580004e-08	CAF	COL5A1
RPS11	3.01599189023775e-11	0.357010245746752	0.928	0.949	9.04797567071326e-08	CAF	RPS11
IFI27	4.40828454109768e-11	0.622263984607012	0.532	0.531	1.3224853623293e-07	CAF	IFI27
OLFML3	5.01512853487145e-11	1.29150555399935	0.666	0.799	1.50453856046144e-07	CAF	OLFML3
FN1	7.12447608758605e-11	0.597866584818262	0.781	0.719	2.13734282627581e-07	CAF	FN1
CKAP4	7.67798819134244e-11	0.347858051387584	0.959	0.963	2.30339645740273e-07	CAF	CKAP4
FSCN1	7.92047733394443e-11	0.352740196569253	0.622	0.492	2.37614320018333e-07	CAF	FSCN1
HSP90B1	9.19169284651239e-11	0.380382259939631	0.982	0.994	2.75750785395372e-07	CAF	HSP90B1
SDC4	1.80280583273867e-10	0.353896812768588	0.637	0.78	5.408417498216e-07	CAF	SDC4
TYROBP	2.85503738677502e-10	1.48605163099991	0.562	0.241	8.56511216032506e-07	CAF	TYROBP
KCTD12	6.09801903513894e-10	0.55163470655153	0.324	0.107	1.82940571054168e-06	CAF	KCTD12
C1QC	7.66171903135281e-10	0.67513129997388	0.641	0.639	2.29851570940584e-06	CAF	C1QC
ADAMTS2	9.44075854496187e-10	0.901269763535826	0.816	0.973	2.83222756348856e-06	CAF	ADAMTS2
RPS20	1.22033764931229e-09	0.483166525305871	0.875	0.94	3.66101294793687e-06	CAF	RPS20
COL6A1	1.91312748975882e-09	0.554101703372402	0.956	0.981	5.73938246927647e-06	CAF	COL6A1
PDIA3	2.13180476276343e-09	0.327197143598495	0.997	0.994	6.3954142882903e-06	CAF	PDIA3
RPL29	2.34427252171224e-09	0.297498223434932	0.966	0.98	7.03281756513671e-06	CAF	RPL29
TSPO	3.73210320231382e-09	0.280478020719362	0.87	0.848	1.11963096069414e-05	CAF	TSPO
CXCL9	5.95027811643395e-09	0.308574087687912	0.416	0.34	1.78508343493019e-05	CAF	CXCL9
PLAU	8.34538709078073e-09	0.42006285343467	0.743	0.914	2.50361612723422e-05	CAF	PLAU
STMN2	9.32726570033397e-09	0.6852048030173	0.397	0.267	2.79817971010019e-05	CAF	STMN2
VIM	1.55573283075177e-08	0.275970154289069	0.978	0.986	4.66719849225532e-05	CAF	VIM
RIN2	1.66241954662125e-08	0.703910751120762	0.352	0.302	4.98725863986376e-05	CAF	RIN2
PBX1	2.31766227902191e-08	0.385520201695667	0.755	0.724	6.95298683706572e-05	CAF	PBX1
IER2	2.52907763580558e-08	0.580462512451123	0.979	0.844	7.58723290741674e-05	CAF	IER2
NTM	2.83549502078679e-08	0.512547814400438	0.409	0.373	8.50648506236037e-05	CAF	NTM
CREG1	3.32586686373662e-08	0.466942627446704	0.922	0.975	9.97760059120987e-05	CAF	CREG1
HHIP	3.52389949001795e-08	0.545252436177755	0.558	0.302	0.000105716984700538	CAF	HHIP
VWA1	3.53630869399735e-08	0.319287143472807	0.844	0.89	0.000106089260819921	CAF	VWA1
SLC40A1	5.59589135902665e-08	0.393344484341008	0.602	0.814	0.000167876740770799	CAF	SLC40A1
ADAMTS12	6.12451170106708e-08	0.279156475502729	0.629	0.964	0.000183735351032012	CAF	ADAMTS12
RCN1	7.57099893645497e-08	0.258662148024208	0.995	0.98	0.000227129968093649	CAF	RCN1
IGSF6	1.27219007115743e-07	0.275794584448351	0.375	0.233	0.00038165702134723	CAF	IGSF6
RPL5	1.28332194953294e-07	0.307768704006913	0.94	0.969	0.000384996584859882	CAF	RPL5
RGCC	2.00880431761866e-07	0.381733387648546	0.702	0.941	0.000602641295285597	CAF	RGCC
MTRNR2L8	2.20443791179429e-07	1.41092070257251	0.375	0.498	0.000661331373538288	CAF	MTRNR2L8
HES1	2.54261956665272e-07	0.691516457604376	0.598	0.63	0.000762785869995817	CAF	HES1
RPSA	2.73039290378936e-07	0.442358484023125	0.953	0.93	0.000819117871136807	CAF	RPSA
RPL7	2.86015375564188e-07	0.317352085585176	0.966	0.972	0.000858046126692565	CAF	RPL7
FTL	5.12728737526967e-07	0.344159883426502	0.999	0.984	0.0015381862125809	CAF	FTL
RNASE1	7.29392353464947e-07	0.45403398300292	0.292	0.103	0.00218817706039484	CAF	RNASE1
ENC1	7.34092792182602e-07	0.527649012182505	0.821	0.98	0.00220227837654781	CAF	ENC1
CD14	7.71890697894602e-07	0.399007600495689	0.882	0.782	0.00231567209368381	CAF	CD14
HSPA5	1.50639518538754e-06	0.261512402937713	0.989	0.985	0.00451918555616262	CAF	HSPA5
MS4A6A	1.90085048893363e-06	0.453729701541382	0.324	0.149	0.00570255146680089	CAF	MS4A6A
IGFBP5	2.0082530582858e-06	0.553489774101078	0.91	0.712	0.00602475917485741	CAF	IGFBP5
NEAT1	4.26617102644395e-06	0.267728594365765	0.922	0.945	0.0127985130793319	CAF	NEAT1
PLAUR	4.9067983095498e-06	0.255757442658004	0.959	0.964	0.0147203949286494	CAF	PLAUR
RAMP1	6.21457478361569e-06	0.944654924912669	0.543	0.862	0.0186437243508471	CAF	RAMP1
SLC9A3R2	7.18733899936092e-06	0.363064955969948	0.653	0.734	0.0215620169980828	CAF	SLC9A3R2
UNC5B	9.47353610472708e-06	0.3446672349332	0.593	0.891	0.0284206083141812	CAF	UNC5B
CCL2	1.12738502837688e-05	1.10875774097198	0.639	0.829	0.0338215508513063	CAF	CCL2
PTGDS	1.33795267403865e-05	2.38871362453304	0.409	0.115	0.0401385802211596	CAF	PTGDS
FSTL1	1.34604381342989e-05	0.667111214243295	0.75	0.971	0.0403813144028966	CAF	FSTL1
TGFBR2	1.7896902696194e-05	0.588365197670685	0.982	0.986	0.0536907080885819	CAF	TGFBR2
HLA-DRB1	1.91133466480332e-05	1.99307824067663	0.437	0.215	0.0573400399440997	CAF	HLA-DRB1
GAS6	1.97851652209415e-05	0.780780894912249	0.991	0.976	0.0593554956628246	CAF	GAS6
EGFL7	2.6113271544562e-05	0.279315733641324	0.58	0.713	0.078339814633686	CAF	EGFL7
MGP	2.75626950545692e-05	0.54103041580872	0.809	0.844	0.0826880851637077	CAF	MGP
GPC3	3.57145706542623e-05	0.70076698933775	0.435	0.189	0.107143711962787	CAF	GPC3
TNC	3.79647391727257e-05	0.441480867698492	0.831	0.938	0.113894217518177	CAF	TNC
PCDH9	3.81576821999227e-05	0.654728526411204	0.588	0.731	0.114473046599768	CAF	PCDH9
LTBP2	4.42713825132863e-05	1.11953887206677	0.648	0.825	0.132814147539859	CAF	LTBP2
MTRNR2L12	7.08528105304085e-05	1.43843971773957	0.45	0.596	0.212558431591226	CAF	MTRNR2L12
STAT1	8.89795821319679e-05	0.655404128561661	0.972	0.955	0.266938746395904	CAF	STAT1
SSR3	9.13124157642916e-05	0.359046612292773	0.918	0.982	0.273937247292875	CAF	SSR3
PRDX4	0.000192256236288127	0.377325474084714	0.931	0.932	0.576768708864382	CAF	PRDX4
C1QB	0.000233140059806283	1.13817951538035	0.303	0.105	0.69942017941885	CAF	C1QB
MMP23B	0.000285145673522449	0.976928343027863	0.576	0.611	0.855437020567348	CAF	MMP23B
IRF1	0.000315948009318619	0.356101062584961	0.895	0.979	0.947844027955858	CAF	IRF1
LMCD1	0.000416485723421687	0.605025633218032	0.973	0.972	1	CAF	LMCD1
FBN1	0.000456506831710531	0.525226836810236	0.654	0.957	1	CAF	FBN1
PCSK1N	0.000547495115133772	1.12195427039196	0.328	0.087	1	CAF	PCSK1N
ASPH	0.000954618130659332	0.305496388611436	0.896	0.968	1	CAF	ASPH
DEPTOR	0.00161246421745561	0.292915074142582	0.564	0.362	1	CAF	DEPTOR
SFRP1	0.00168037709089307	0.418682736233275	0.511	0.615	1	CAF	SFRP1
DPYSL2	0.00209204224058707	0.433103617230042	0.572	0.797	1	CAF	DPYSL2
COL15A1	0.00250633190538171	0.468173876683008	0.833	0.961	1	CAF	COL15A1
PKM	0.00283092733237251	0.303994630876217	0.995	0.996	1	CAF	PKM
PFN2	0.00323129381241583	0.31639438440096	0.762	0.696	1	CAF	PFN2
INHBA	0.0071501723147746	1.29822292742732	0.824	0.917	1	CAF	INHBA
COL5A2	0.00832199590579035	0.507976577231192	0.839	0.989	1	CAF	COL5A2
GPR4	0	1.32827384344166	0.984	0.955	0	NAF	GPR4
NTRK3	0	0.664142840167966	0.956	0.472	0	NAF	NTRK3
DUSP26	0	0.371252702628739	0.962	0.5	0	NAF	DUSP26
KCNA5	1.05972169454527e-305	0.867709459432992	0.967	0.815	3.1791650836358e-302	NAF	KCNA5
NRIP2	2.41204486231045e-301	0.886957941905719	0.971	0.515	7.23613458693135e-298	NAF	NRIP2
SLC38A11	2.75734097566367e-301	0.871229499836712	0.959	0.414	8.272022926991e-298	NAF	SLC38A11
GPRC5C	1.41454796931299e-298	1.47117350546904	0.981	0.619	4.24364390793897e-295	NAF	GPRC5C
LAMA3	2.4450067879339e-297	0.422017593061441	0.981	0.916	7.33502036380169e-294	NAF	LAMA3
TIMP4	5.5121630725893e-291	0.253301005593573	0.972	0.719	1.65364892177679e-287	NAF	TIMP4
ITGA8	2.02261574092153e-288	0.559260443738234	0.979	0.954	6.06784722276458e-285	NAF	ITGA8
KCNK17	5.09153332378492e-282	0.384093311078289	0.963	0.597	1.52745999713548e-278	NAF	KCNK17
NOL3	5.32826095399448e-280	0.853536337053771	0.988	0.944	1.59847828619834e-276	NAF	NOL3
APOLD1	2.44505981456631e-278	0.891973984114436	0.974	0.602	7.33517944369892e-275	NAF	APOLD1
SERPINI1	8.33486567339544e-277	1.12914254088572	0.983	0.777	2.50045970201863e-273	NAF	SERPINI1
CAP2	1.14186346075777e-271	0.773575691488997	0.968	0.55	3.4255903822733e-268	NAF	CAP2
NRGN	8.31779914729609e-267	0.814740068641432	0.934	0.231	2.49533974418883e-263	NAF	NRGN
